"Text","Title","Chapter"
"The passage to the Conciergerie was short and dark; the night in its","A Tale of Two Cities",36
"vermin-haunted cells was long and cold. Next day, fifteen prisoners were","A Tale of Two Cities",36
"put to the bar before Charles Darnay’s name was called. All the fifteen","A Tale of Two Cities",36
"were condemned, and the trials of the whole occupied an hour and a half.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"“Charles Evrémonde, called Darnay,” was at length arraigned.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"His judges sat upon the Bench in feathered hats; but the rough red cap","A Tale of Two Cities",36
"and tricoloured cockade was the head-dress otherwise prevailing. Looking","A Tale of Two Cities",36
"at the Jury and the turbulent audience, he might have thought that the","A Tale of Two Cities",36
"usual order of things was reversed, and that the felons were trying the","A Tale of Two Cities",36
"honest men. The lowest, cruelest, and worst populace of a city, never","A Tale of Two Cities",36
"without its quantity of low, cruel, and bad, were the directing","A Tale of Two Cities",36
"spirits of the scene: noisily commenting, applauding, disapproving,","A Tale of Two Cities",36
"anticipating, and precipitating the result, without a check. Of the men,","A Tale of Two Cities",36
"the greater part were armed in various ways; of the women, some wore","A Tale of Two Cities",36
"knives, some daggers, some ate and drank as they looked on, many","A Tale of Two Cities",36
"knitted. Among these last, was one, with a spare piece of knitting under","A Tale of Two Cities",36
"her arm as she worked. She was in a front row, by the side of a man whom","A Tale of Two Cities",36
"he had never seen since his arrival at the Barrier, but whom he directly","A Tale of Two Cities",36
"remembered as Defarge. He noticed that she once or twice whispered in","A Tale of Two Cities",36
"his ear, and that she seemed to be his wife; but, what he most noticed","A Tale of Two Cities",36
"in the two figures was, that although they were posted as close to","A Tale of Two Cities",36
"himself as they could be, they never looked towards him. They seemed to","A Tale of Two Cities",36
"be waiting for something with a dogged determination, and they looked at","A Tale of Two Cities",36
"the Jury, but at nothing else. Under the President sat Doctor Manette,","A Tale of Two Cities",36
"in his usual quiet dress. As well as the prisoner could see, he and Mr.","A Tale of Two Cities",36
"Lorry were the only men there, unconnected with the Tribunal, who","A Tale of Two Cities",36
"wore their usual clothes, and had not assumed the coarse garb of the","A Tale of Two Cities",36
"Carmagnole.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"Charles Evrémonde, called Darnay, was accused by the public prosecutor","A Tale of Two Cities",36
"as an emigrant, whose life was forfeit to the Republic, under the decree","A Tale of Two Cities",36
"which banished all emigrants on pain of Death. It was nothing that the","A Tale of Two Cities",36
"decree bore date since his return to France. There he was, and there was","A Tale of Two Cities",36
"the decree; he had been taken in France, and his head was demanded.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"“Take off his head!” cried the audience. “An enemy to the Republic!”","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"The President rang his bell to silence those cries, and asked the","A Tale of Two Cities",36
"prisoner whether it was not true that he had lived many years in","A Tale of Two Cities",36
"England?","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"Undoubtedly it was.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"Was he not an emigrant then? What did he call himself?","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"Not an emigrant, he hoped, within the sense and spirit of the law.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"Why not? the President desired to know.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"Because he had voluntarily relinquished a title that was distasteful","A Tale of Two Cities",36
"to him, and a station that was distasteful to him, and had left","A Tale of Two Cities",36
"his country--he submitted before the word emigrant in the present","A Tale of Two Cities",36
"acceptation by the Tribunal was in use--to live by his own industry in","A Tale of Two Cities",36
"England, rather than on the industry of the overladen people of France.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"What proof had he of this?","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"He handed in the names of two witnesses; Theophile Gabelle, and","A Tale of Two Cities",36
"Alexandre Manette.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"But he had married in England? the President reminded him.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"True, but not an English woman.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"A citizeness of France?","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"Yes. By birth.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"Her name and family?","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"“Lucie Manette, only daughter of Doctor Manette, the good physician who","A Tale of Two Cities",36
"sits there.”","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"This answer had a happy effect upon the audience. Cries in exaltation","A Tale of Two Cities",36
"of the well-known good physician rent the hall. So capriciously were","A Tale of Two Cities",36
"the people moved, that tears immediately rolled down several ferocious","A Tale of Two Cities",36
"countenances which had been glaring at the prisoner a moment before, as","A Tale of Two Cities",36
"if with impatience to pluck him out into the streets and kill him.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"On these few steps of his dangerous way, Charles Darnay had set his foot","A Tale of Two Cities",36
"according to Doctor Manette’s reiterated instructions. The same cautious","A Tale of Two Cities",36
"counsel directed every step that lay before him, and had prepared every","A Tale of Two Cities",36
"inch of his road.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"The President asked, why had he returned to France when he did, and not","A Tale of Two Cities",36
"sooner?","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"He had not returned sooner, he replied, simply because he had no means","A Tale of Two Cities",36
"of living in France, save those he had resigned; whereas, in England,","A Tale of Two Cities",36
"he lived by giving instruction in the French language and literature.","A Tale of Two Cities",36
"He had returned when he did, on the pressing and written entreaty of","A Tale of Two Cities",36
"a French citizen, who represented that his life was endangered by his","A Tale of Two Cities",36
"absence. He had come back, to save a citizen’s life, and to bear his","A Tale of Two Cities",36
"testimony, at whatever personal hazard, to the truth. Was that criminal","A Tale of Two Cities",36
"in the eyes of the Republic?","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"The populace cried enthusiastically, “No!” and the President rang his","A Tale of Two Cities",36
"bell to quiet them. Which it did not, for they continued to cry “No!”","A Tale of Two Cities",36
" until they left off, of their own will.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"The President required the name of that citizen. The accused explained","A Tale of Two Cities",36
"that the citizen was his first witness. He also referred with confidence","A Tale of Two Cities",36
"to the citizen’s letter, which had been taken from him at the Barrier,","A Tale of Two Cities",36
"but which he did not doubt would be found among the papers then before","A Tale of Two Cities",36
"the President.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"The Doctor had taken care that it should be there--had assured him that","A Tale of Two Cities",36
"it would be there--and at this stage of the proceedings it was produced","A Tale of Two Cities",36
"and read. Citizen Gabelle was called to confirm it, and did so. Citizen","A Tale of Two Cities",36
"Gabelle hinted, with infinite delicacy and politeness, that in the","A Tale of Two Cities",36
"pressure of business imposed on the Tribunal by the multitude of","A Tale of Two Cities",36
"enemies of the Republic with which it had to deal, he had been slightly","A Tale of Two Cities",36
"overlooked in his prison of the Abbaye--in fact, had rather passed out","A Tale of Two Cities",36
"of the Tribunal’s patriotic remembrance--until three days ago; when he","A Tale of Two Cities",36
"had been summoned before it, and had been set at liberty on the Jury’s","A Tale of Two Cities",36
"declaring themselves satisfied that the accusation against him was","A Tale of Two Cities",36
"answered, as to himself, by the surrender of the citizen Evrémonde,","A Tale of Two Cities",36
"called Darnay.","A Tale of Two Cities",36
"","A Tale of Two Cities",36
"Doctor Manette was next questioned. His high personal popularity,","A Tale of Two Cities",36
"and the clearness of his answers, made a great impression; but, as he","A Tale of Two Cities",36
"proceeded, as he showed that the Accused was his first friend on his","A Tale of Two Cities",36
"release from his long imprisonment; that, the accused had remained in","A Tale of Two Cities",36
"England, always faithful and devoted to his daughter and himself in","A Tale of Two Cities",36
"their exile; that, so far from being in favour with the Aristocrat","A Tale of Two Cities",36
"government there, he had actually been tried for his life by it, as","A Tale of Two Cities",36
"the foe of England and friend of the United States--as he brought these","A Tale of Two Cities",36
